thread_id,elapsed_time_micros,local_queue_depth,local_schedule_count,mean_poll_time_micros,noop_count,overflow_count,park_count,park_unpark_count,poll_count,steal_count,steal_operations,total_busy_duration_micros
2,6756188,0,72968,30,433,34,2151,4301,69861,70355,8715,2514208
3,6756188,0,64784,28,414,37,2101,4201,68438,72685,8705,2574777
4,6756188,0,66964,28,489,40,2244,4488,66471,70002,8417,2523966
5,6756188,0,65382,108,456,41,2254,4507,69444,74079,8779,2576063
6,6756188,0,64103,29,530,30,2143,4285,65809,70229,8349,2450072
7,6756188,0,70489,28,632,58,2604,5207,70108,76464,9047,2688035
8,6756188,1,67567,35,573,46,2336,4672,66932,71737,8858,2608554
9,6756188,0,69429,28,346,45,1988,3975,70210,75175,8834,2691403
10,6756188,0,68742,28,433,33,2188,4375,69511,73702,8913,2560555
11,6756188,0,69460,29,506,45,2275,4549,67536,69753,8561,2615738
0,6962750,0,72041,28,401,50,2099,4197,73426,76725,9282,2757563
1,6962750,29,73442,48,495,45,2303,4606,68991,71811,8881,2657671
2,6962750,12,76899,28,470,37,2277,4554,73480,73642,9124,2635509
3,6962750,27,67182,50,428,37,2181,4362,71329,76057,9053,2681283
4,6962750,92,71231,24,514,41,2342,4684,69885,73398,8737,2649296
5,6962750,0,68466,48,484,43,2356,4711,72255,76598,9085,2681328
6,6962750,127,67266,28,543,31,2213,4426,68658,73205,8672,2558834
7,6962750,2,72544,25,649,59,2705,5410,72430,79381,9372,2808478
8,6962750,0,71830,29,587,51,2407,4813,70328,74650,9188,2718889
9,6962750,14,72277,43,358,45,2072,4144,73466,78437,9200,2813292
10,6962750,7,71835,29,444,33,2268,4536,72151,75984,9234,2668847
11,6962750,52,71618,46,521,46,2353,4706,70170,72630,8915,2712679
0,7164470,4,75376,22,408,51,2166,4332,76532,80033,9645,2869941
1,7164470,3,75449,22,507,45,2382,4764,71657,75096,9296,2752384
2,7164470,0,79307,26,479,38,2360,4719,76248,76677,9536,2742340
3,7164470,0,70136,26,432,40,2226,4451,74555,79205,9437,2798004
4,7164470,0,74293,438,523,43,2395,4789,72487,76293,9035,2762835
5,7164470,35,72000,22,489,44,2418,4836,75223,79638,9413,2790250
6,7164470,3,70332,25,555,34,2278,4556,71647,76527,9045,2674626
7,7164470,10,75032,45,680,59,2799,5598,74609,81828,9668,2877046
8,7164470,93,75095,22,596,52,2500,5000,73589,78499,9647,2847297
9,7164470,0,75257,24,425,46,2195,4389,76551,81660,9538,2922845
10,7164470,33,74938,52,456,33,2342,4684,75249,79647,9665,2782786
11,7164470,0,73690,25,526,47,2410,4819,72717,75236,9226,2808768
0,7369554,0,78882,24,427,51,2273,4545,79718,83886,10135,2985805
1,7369554,0,77865,38,517,45,2484,4967,74789,79060,9889,2861129
2,7369554,0,81203,47,489,39,2431,4861,78575,79925,9983,2829745
3,7369554,0,72372,47,447,40,2327,4654,77405,83115,9928,2907766
4,7369554,0,77584,28,532,44,2471,4941,75446,79884,9547,2869086
5,7369554,0,74691,122,501,44,2504,5008,77882,82744,9855,2893395
6,7369554,0,74090,27,576,36,2386,4771,74983,81266,9602,2800408
7,7369554,0,77500,47,691,59,2889,5777,76976,85016,10049,2980993
8,7369554,0,76932,21,609,54,2571,5142,75653,81238,10018,2941984
9,7369554,0,78864,36,436,47,2301,4601,79688,85904,10094,3049454
10,7369554,0,77995,26,469,34,2445,4889,78607,84317,10221,2905464
11,7369554,2,77527,40,536,49,2505,5010,76180,79006,9733,2927711
0,7574646,55,82222,93,440,51,2376,4752,82613,87069,10585,3092045
1,7574646,0,81000,55,530,47,2557,5113,77812,82537,10305,2974242
2,7574646,0,85509,231,511,40,2542,5083,81253,83519,10364,2935929
3,7574646,156,75336,26,463,40,2412,4824,80310,86852,10355,3002444
4,7574646,0,81696,28,537,45,2557,5113,79100,83454,10040,2979825
5,7574646,86,78302,89,518,47,2603,5206,80960,86342,10336,3013088
6,7574646,42,75867,44,590,36,2475,4950,77735,84566,10025,2901690
7,7574646,33,80942,24,753,59,3032,6064,80157,88910,10546,3085790
8,7574646,57,78736,73,627,54,2658,5316,78617,85026,10489,3047849
9,7574646,0,80714,28,453,47,2405,4809,82463,89657,10569,3158276
10,7574646,0,80171,24,486,34,2535,5069,80982,87256,10602,3014325
11,7574646,0,80051,28,545,51,2595,5189,78484,81945,10151,3039764
0,7779753,0,85398,24,459,55,2465,4929,85625,90820,11074,3203427
1,7779753,0,83041,46,550,47,2641,5281,80592,85778,10675,3073163
2,7779753,5,89168,60,525,41,2622,5244,84549,87247,10831,3056666
3,7779753,5,79026,23,482,40,2504,5008,83469,90454,10794,3118366
4,7779753,0,85369,22,545,46,2629,5257,82077,86762,10439,3094977
5,7779753,0,81652,268,555,48,2726,5451,83573,89258,10717,3148116
6,7779753,0,78325,45,612,36,2602,5203,80616,87980,10469,3025925
7,7779753,0,82851,24,759,60,3098,6195,83052,92598,11008,3195490
8,7779753,11,81061,23,641,54,2748,5496,81778,88941,10973,3163089
9,7779753,0,83121,47,471,49,2491,4981,84992,92794,11000,3267360
10,7779753,25,83773,40,494,35,2609,5218,84151,90936,11030,3130110
11,7779753,0,82787,24,553,51,2661,5321,81549,85779,10606,3168841
0,7986142,0,87183,27,476,56,2523,5045,87799,92853,11258,3283078
1,7986142,0,85885,28,564,49,2728,5455,83698,88639,11025,3192216
2,7986142,0,90964,29,605,41,2760,5519,86995,89726,11105,3162015
3,7986142,0,82139,28,495,43,2575,5149,86054,92805,11086,3224328
4,7986142,0,90758,58,563,56,2728,5455,85670,89679,10779,3219242
5,7986142,0,83359,166,564,49,2789,5577,85812,91792,10979,3231910
6,7986142,0,82452,28,634,41,2709,5417,84074,91170,10852,3143039
7,7986142,0,85023,27,768,60,3158,6315,85980,95796,11351,3285293
8,7986142,0,83690,27,649,55,2810,5619,84758,91677,11289,3268724
9,7986142,0,85057,27,484,49,2572,5143,87187,94935,11283,3370725
10,7986142,0,86734,49,505,36,2680,5359,86970,93827,11340,3226855
11,7986142,51,86586,28,564,52,2756,5512,85223,89007,10972,3288136
0,8191389,37,90327,23,484,59,2575,5150,91086,95690,11524,3397384
1,8191389,3,87477,22,573,50,2777,5554,86275,91319,11297,3282984
2,8191389,26,94534,22,613,46,2809,5618,90692,93112,11410,3284004
3,8191389,0,86386,25,507,48,2643,5285,89579,95690,11427,3349312
4,8191389,4,93590,42,573,59,2788,5576,88296,91938,11003,3340487
5,8191389,114,84731,26,564,51,2813,5626,87237,93262,11158,3299794
6,8191389,0,85543,27,660,43,2778,5555,86611,93020,11048,3246231
7,8191389,24,88735,43,776,67,3213,6426,88882,98482,11627,3406808
8,8191389,0,86330,48,653,58,2842,5683,87348,93652,11512,3364887
9,8191389,0,87080,26,488,49,2609,5217,89925,97319,11516,3463693
10,8191389,36,90517,47,515,37,2726,5452,90431,96978,11673,3363372
11,8191389,0,89123,26,571,55,2815,5629,87875,91381,11189,3417302
0,8394802,0,92592,46,498,59,2669,5338,93921,99021,11883,3513186
1,8394802,5,90070,27,593,53,2843,5686,89381,94487,11626,3401889
2,8394802,12,98058,27,643,49,2910,5820,93038,95806,11721,3403572
3,8394802,6,87999,48,540,50,2735,5470,91851,98499,11687,3447910
4,8394802,1,96851,29,581,60,2871,5742,91142,94824,11376,3447450
5,8394802,12,88534,26,604,57,2942,5884,90189,95997,11533,3398921
6,8394802,0,89029,27,671,46,2847,5694,89542,95718,11383,3346043
7,8394802,0,91763,31,821,69,3332,6664,91663,101380,11922,3527495
8,8394802,1,88173,47,658,58,2900,5800,90211,96566,11861,3455080
9,8394802,0,90456,54,516,50,2719,5438,93288,100712,11927,3589250
10,8394802,2,92702,24,529,38,2795,5590,92924,99777,11974,3470636
11,8394802,0,92096,47,601,57,2927,5854,91274,95352,11636,3549169
0,8599888,1,94584,24,509,59,2758,5516,96712,102862,12322,3614351
1,8599888,0,92165,24,618,54,2953,5906,92284,98528,12023,3498892
2,8599888,2,101115,31,693,50,3078,6156,96137,99564,12201,3514613
3,8599888,1,90091,47,585,50,2868,5736,94249,101584,12061,3539152
4,8599888,0,100454,23,618,60,3006,6011,94821,98938,11801,3560142
5,8599888,0,92793,26,618,62,3059,6118,93333,99307,11969,3517132
6,8599888,0,92436,23,697,47,2978,5955,92760,99289,11827,3450846
7,8599888,0,94273,24,837,70,3428,6855,94379,104471,12308,3619291
8,8599888,0,91735,78,695,60,3023,6046,92980,99452,12234,3552732
9,8599888,1,92137,25,530,50,2806,5612,95647,103591,12317,3678145
10,8599888,0,95929,46,547,38,2922,5843,96007,103186,12424,3572550
11,8599888,2,95123,50,629,59,3035,6070,93716,98261,12032,3649650
0,8803737,0,97292,24,526,63,2869,5737,99472,105719,12714,3710197
1,8803737,33,95333,50,638,54,3034,6068,95377,101718,12395,3617406
2,8803737,55,103667,46,707,52,3187,6374,98949,102878,12668,3623859
3,8803737,46,93036,49,604,51,2977,5954,97299,105089,12449,3644170
4,8803737,0,103311,51,632,64,3110,6219,97499,101869,12199,3671696
5,8803737,0,94690,70,660,62,3177,6353,95979,102356,12349,3616352
6,8803737,0,94995,28,711,48,3076,6151,96017,103031,12292,3555875
7,8803737,0,96709,24,887,72,3550,7099,96857,107051,12640,3704553
8,8803737,0,95181,24,705,60,3116,6231,96339,103424,12705,3669774
9,8803737,0,94547,24,541,50,2902,5803,98251,106507,12688,3790118
10,8803737,16,99407,28,569,45,3029,6058,98737,106051,12804,3668107
11,8803737,104,99076,26,651,61,3141,6282,96564,100681,12389,3758093
0,9008362,0,100824,271,538,65,2960,5919,103002,109050,13123,3832704
1,9008362,122,97777,43,651,55,3129,6258,98067,105232,12797,3738412
2,9008362,6,105653,48,724,59,3260,6520,101048,105532,12947,3702413
3,9008362,0,96593,49,609,55,3062,6123,101003,108588,12867,3766095
4,9008362,0,106829,25,655,70,3204,6407,100436,104775,12533,3790186
5,9008362,130,96789,42,678,64,3270,6540,98674,105265,12740,3717591
6,9008362,6,97821,25,718,49,3134,6268,98873,105944,12619,3651751
7,9008362,0,99865,26,919,72,3669,7337,99411,109883,13008,3814594
8,9008362,0,98166,28,715,60,3207,6413,99225,106203,13030,3767916
9,9008362,0,97312,49,578,52,3019,6037,101020,109079,12990,3887040
10,9008362,19,101869,42,580,47,3086,6172,101241,108393,13123,3743010
11,9008362,10,102472,30,653,63,3189,6378,99810,103703,12711,3867679
0,9213452,6,102630,39,572,65,3074,6148,105372,111682,13452,3929338
1,9213452,1,101408,25,700,61,3245,6490,101166,108209,13160,3845854
2,9213452,0,108804,32,769,59,3381,6761,104778,108922,13310,3832728
3,9213452,8,98697,27,621,56,3121,6242,103394,110825,13102,3851172
4,9213452,0,109586,25,695,72,3343,6686,103472,107600,12911,3927980
5,9213452,0,99331,47,691,67,3349,6698,101340,107859,13038,3835311
6,9213452,12,101236,26,726,53,3204,6408,101758,108042,12881,3758284
7,9213452,10,102877,22,929,72,3731,7462,102243,112784,13382,3907036
8,9213452,0,100626,83,751,66,3296,6591,101532,108454,13336,3843982
9,9213452,13,99836,50,597,53,3106,6212,103854,111986,13353,3979437
10,9213452,7,105366,55,594,50,3156,6312,104587,111926,13489,3861362
11,9213452,5,106190,43,661,67,3247,6494,103107,106474,13042,3978530
0,9418546,66,104713,25,589,66,3156,6312,107730,114392,13803,4032951
1,9418546,41,105079,26,724,63,3379,6758,104088,111324,13559,3950219
2,9418546,0,110805,37,781,59,3459,6918,107307,111709,13637,3927178
3,9418546,0,101945,179,641,59,3219,6438,106148,114268,13496,3961239
4,9418546,3,112876,50,712,75,3450,6900,106726,111265,13363,4036914
5,9418546,25,102132,27,713,67,3451,6902,104474,111493,13405,3951499
6,9418546,0,104726,43,769,56,3347,6694,105064,111316,13304,3857592
7,9418546,1,106986,57,947,75,3856,7712,105840,116657,13833,4036576
8,9418546,2,102680,29,766,66,3388,6776,103948,111487,13672,3954774
9,9418546,0,102902,30,608,55,3207,6414,106802,115044,13723,4085263
10,9418546,215,108089,25,614,51,3243,6486,107503,115008,13860,3952208
11,9418546,12,108859,45,674,72,3343,6686,105881,109640,13484,4089868
0,9623638,3,107152,47,598,68,3208,6416,110346,116613,14033,4137133
1,9623638,20,107643,68,729,67,3430,6860,106904,114067,13814,4052418
2,9623638,185,113719,35,785,63,3505,7010,110020,114688,13962,4028442
3,9623638,35,105177,27,678,60,3327,6654,109321,117087,13790,4073461
4,9623638,19,115550,64,728,76,3514,7028,109343,113630,13625,4142508
5,9623638,28,105574,26,741,68,3528,7056,107594,114028,13681,4061225
6,9623638,11,107764,24,790,58,3433,6866,107735,113738,13552,3955468
7,9623638,0,109417,25,956,76,3918,7835,108734,119532,14121,4137835
8,9623638,85,105427,27,809,68,3512,7024,107194,114677,14001,4071801
9,9623638,3,105838,76,623,57,3272,6544,109642,117946,14016,4207308
10,9623638,13,111115,40,624,53,3301,6602,110801,118220,14142,4074459
11,9623638,60,112061,27,684,75,3392,6784,108519,111688,13705,4191186
0,9830264,0,109673,48,700,68,3381,6762,112967,119471,14411,4233619
1,9830264,0,109729,47,787,67,3603,7206,109884,117525,14278,4159241
2,9830264,0,116037,48,837,63,3650,7300,113012,118019,14413,4125025
3,9830264,2,108760,25,700,61,3418,6836,112721,120870,14201,4185849
4,9830264,0,118810,24,753,81,3621,7241,112068,117041,13985,4270095
5,9830264,2,108076,50,756,68,3635,7270,110359,117158,14074,4166723
6,9830264,0,111112,24,811,62,3547,7093,110827,116821,13976,4065840
7,9830264,0,111486,24,994,76,4057,8114,111433,122668,14515,4263219
8,9830264,0,108260,25,823,70,3608,7216,110210,118103,14407,4185579
9,9830264,0,109384,26,647,59,3370,6739,112326,120651,14397,4336546
10,9830264,0,114431,25,669,55,3438,6875,113862,121578,14569,4174225
11,9830264,0,115206,27,697,75,3486,6972,111537,115218,14146,4304042
0,10035356,0,112257,26,748,70,3529,7057,115276,122199,14748,4361997
1,10035356,70,112909,26,850,69,3774,7548,113053,120820,14737,4270566
2,10035356,8,119801,25,866,65,3774,7548,115719,120915,14780,4236663
3,10035356,10,110519,43,724,61,3540,7080,115221,124052,14681,4312267
4,10035356,0,121892,26,768,82,3727,7453,115393,120582,14426,4375828
5,10035356,0,111126,52,790,68,3763,7525,113391,120362,14504,4273811
6,10035356,19,113004,25,835,64,3645,7290,113026,119733,14293,4168386
7,10035356,5,116382,48,1011,79,4161,8322,114769,126544,14988,4385430
8,10035356,0,110615,26,837,71,3694,7387,112504,120399,14753,4271402
9,10035356,9,111642,38,668,59,3491,6982,115246,123965,14821,4437648
10,10035356,10,116705,47,674,55,3503,7006,116913,125319,14960,4276842
11,10035356,67,118631,27,718,77,3599,7198,114902,119077,14601,4423938
0,10237898,39,115355,39,758,72,3610,7220,118325,125429,15143,4473335
1,10237898,8,115933,26,896,69,3907,7814,115637,123955,15112,4382248
2,10237898,11,123077,57,889,69,3880,7760,118615,123938,15188,4336305
3,10237898,80,113267,76,739,61,3639,7278,118053,127754,15127,4428160
4,10237898,16,124775,24,803,82,3852,7704,118132,124151,14839,4476505
5,10237898,39,113968,28,812,69,3857,7714,116303,123517,14955,4371749
6,10237898,25,116396,24,849,69,3731,7462,115872,123106,14697,4268963
7,10237898,1,118678,98,1019,80,4237,8474,117133,129770,15349,4490788
8,10237898,11,114477,26,853,73,3804,7608,115907,123975,15273,4391718
9,10237898,22,112706,25,686,59,3590,7180,117518,127150,15233,4529587
10,10237898,16,118998,27,700,55,3622,7244,119968,129178,15409,4394711
11,10237898,42,121906,40,727,77,3676,7352,117814,122319,14969,4544449
0,10442992,0,117349,29,773,72,3706,7412,121099,129107,15617,4577118
1,10442992,78,118932,26,912,70,4009,8018,118893,127868,15682,4496427
2,10442992,11,125706,26,1079,70,4158,8316,121221,127332,15650,4438272
3,10442992,7,116374,30,751,63,3750,7500,120932,131318,15622,4524144
4,10442992,0,127349,45,828,82,4004,8008,121350,128013,15434,4598057
5,10442992,0,117388,84,827,71,3971,7941,119153,126814,15390,4475749
6,10442992,0,120086,48,871,71,3848,7695,119176,127228,15269,4383616
7,10442992,5,121607,28,1034,80,4332,8664,119844,133564,15819,4599055
8,10442992,29,117108,34,876,73,3912,7824,118461,127005,15715,4497424
9,10442992,0,117250,163,695,60,3700,7399,120863,131154,15747,4649303
10,10442992,53,120376,47,715,55,3733,7466,122542,132658,15913,4496101
11,10442992,6,124799,26,744,78,3769,7538,120774,125796,15421,4649663
0,10648088,7,120764,53,838,72,3874,7748,124023,132557,16061,4692245
1,10648088,9,123375,43,926,76,4095,8190,121614,131020,16034,4598942
2,10648088,0,129193,28,1093,72,4240,8479,124016,130799,16069,4561026
3,10648088,1,119156,49,772,63,3855,7710,123699,134554,16012,4630083
4,10648088,2,129846,29,841,82,4103,8206,124343,131874,15961,4715932
5,10648088,2,120310,48,852,72,4104,8208,121878,129777,15883,4598972
6,10648088,11,121841,28,886,72,3931,7862,121778,130892,15695,4482098
7,10648088,51,124593,28,1039,81,4407,8814,122941,137264,16306,4701154
8,10648088,0,118833,27,885,73,3987,7973,121023,129993,16110,4585759
9,10648088,1,119858,26,708,62,3792,7584,123862,134932,16243,4761341
10,10648088,0,123567,28,724,58,3819,7637,125320,136144,16377,4595967
11,10648088,1,127666,28,759,78,3870,7740,124516,130135,15972,4773576
0,10852894,94,124703,51,851,73,3979,7958,126910,136055,16484,4808053
1,10852894,71,127605,32,939,81,4183,8366,124334,133917,16429,4712132
2,10852894,0,131487,22,1099,72,4309,8617,126746,134133,16500,4658057
3,10852894,0,121059,28,781,63,3935,7869,126168,137606,16414,4725971
4,10852894,0,132044,88,861,82,4216,8431,127231,135402,16473,4817392
5,10852894,21,123709,26,863,73,4206,8412,125050,133699,16429,4710212
6,10852894,34,124042,45,895,72,4013,8026,124700,134596,16155,4576978
7,10852894,0,127606,84,1057,82,4511,9021,125777,140428,16788,4809804
8,10852894,22,122161,26,913,76,4120,8240,124235,133741,16637,4712980
9,10852894,0,122937,48,727,62,3893,7785,126803,138310,16699,4888092
10,10852894,0,126648,27,770,58,3953,7905,128873,140236,16812,4712210
11,10852894,0,129733,27,793,80,3974,7947,126880,132618,16311,4865021
0,11057985,2,128007,25,885,77,4081,8162,130127,139111,16864,4924068
1,11057985,52,130834,46,945,85,4243,8486,127323,136569,16734,4816708
2,11057985,51,134838,41,1102,75,4360,8720,129904,137156,16836,4787452
3,11057985,0,124420,27,792,66,4004,8007,129404,140538,16746,4853035
4,11057985,0,133821,44,891,83,4321,8641,128793,137486,16748,4949869
5,11057985,0,126284,50,873,74,4278,8555,128547,137441,16837,4843215
6,11057985,0,125916,25,905,72,4076,8151,127415,137625,16500,4672707
7,11057985,108,130757,28,1067,84,4586,9172,128626,143453,17121,4917939
8,11057985,6,126533,53,923,80,4187,8374,127523,136969,17003,4831259
9,11057985,0,126287,49,738,65,3958,7915,129795,140987,16992,5014711
10,11057985,0,129145,27,783,60,4036,8072,131795,143103,17201,4813514
11,11057985,0,131809,28,803,82,4043,8085,129433,135431,16652,4969501
0,11263071,0,130329,25,892,78,4139,8277,132608,141602,17146,5010318
1,11263071,20,132656,83,972,85,4360,8720,130084,140049,17209,4912691
2,11263071,37,137979,53,1156,76,4498,8996,133253,140800,17315,4897152
3,11263071,0,127149,27,796,70,4066,8131,132069,143637,17130,4955429
4,11263071,21,136293,134,912,83,4433,8866,131106,140834,17101,5070491
5,11263071,0,128914,26,954,74,4454,8907,131988,141202,17329,4960372
6,11263071,22,128621,48,929,76,4183,8366,129887,141396,16875,4793437
7,11263071,0,134283,48,1088,84,4714,9427,131939,147032,17586,5053999
8,11263071,39,130209,23,944,83,4272,8544,130370,140173,17368,4961412
9,11263071,0,129219,26,761,65,4097,8193,132627,144428,17416,5134073
10,11263071,0,132721,26,801,61,4124,8247,134729,145823,17557,4919686
11,11263071,0,134953,48,823,82,4153,8305,132812,138794,17108,5083027
0,11468163,0,133204,26,974,79,4354,8707,135940,145754,17679,5141331
1,11468163,0,135819,24,992,87,4499,8997,133632,144163,17757,5034982
2,11468163,0,141510,25,1177,77,4613,9225,136593,144117,17767,5004058
3,11468163,0,130937,35,821,70,4207,8413,135322,146970,17564,5061354
4,11468163,0,139507,23,935,84,4543,9085,133718,143435,17480,5164308
5,11468163,0,131098,30,968,76,4550,9099,134602,144575,17748,5057311
6,11468163,0,131531,42,949,77,4303,8606,132380,144764,17317,4890735
7,11468163,0,137328,46,1111,86,4833,9665,134286,150204,18024,5166827
8,11468163,4,132884,37,987,83,4405,8810,133080,143399,17792,5063882
9,11468163,5,130775,41,775,65,4180,8360,135009,147603,17831,5228023
10,11468163,0,135311,23,820,65,4242,8483,137783,149936,18111,5021015
11,11468163,0,137795,22,845,85,4278,8555,135633,142215,17604,5189509
0,11674362,0,136051,47,996,82,4435,8869,138753,148375,17934,5253518
1,11674362,0,137253,46,999,87,4557,9113,135073,146078,17980,5089777
2,11674362,0,143794,30,1184,79,4664,9327,139943,147702,18099,5105183
3,11674362,0,135186,23,837,73,4302,8603,138717,149653,17899,5183841
4,11674362,0,142623,47,943,85,4608,9215,136630,146242,17801,5271259
5,11674362,0,134238,45,978,78,4636,9271,137760,147273,18012,5179078
6,11674362,0,134546,29,956,77,4367,8733,135671,147118,17613,5000803
7,11674362,0,140062,25,1119,88,4903,9805,137543,152905,18361,5271679
8,11674362,0,133786,29,996,83,4452,8903,134643,144999,17971,5135818
9,11674362,0,135005,24,783,69,4252,8503,138432,150312,18164,5367734
10,11674362,0,139015,29,830,70,4313,8625,141321,152499,18430,5135134
11,11674362,0,141067,53,873,89,4378,8755,138438,144683,17917,5286953
0,11875740,1,137523,249,1010,82,4512,9024,141207,151067,18242,5328893
1,11875740,0,141206,90,1016,92,4639,9278,138109,149381,18349,5188602
2,11875740,0,146151,356,1247,79,4839,9677,142555,151038,18513,5212170
3,11875740,0,138208,130,853,73,4406,8811,142192,153438,18320,5308955
4,11875740,3,144736,29,956,85,4699,9398,139350,149364,18140,5358078
5,11875740,0,138705,27,999,85,4750,9499,141074,150648,18395,5295799
6,11875740,0,135458,27,963,77,4414,8827,137069,148974,17823,5052489
7,11875740,0,142376,28,1128,88,4971,9941,140456,156020,18744,5360060
8,11875740,3,137362,29,1014,84,4536,9072,137905,148937,18368,5251006
9,11875740,0,138213,27,804,70,4343,8685,141628,153845,18547,5474696
10,11875740,8,143352,51,844,70,4425,8850,144221,155647,18839,5247253
11,11875740,4,143337,49,948,91,4533,9066,141101,147764,18265,5384381
0,12085685,0,139578,26,1027,84,4599,9197,143638,153687,18555,5424309
1,12085685,141,146293,24,1047,100,4759,9518,141601,152744,18723,5317973
2,12085685,0,150679,50,1256,86,4909,9818,145972,153955,18851,5333409
3,12085685,3,140572,48,865,74,4468,8936,144756,155813,18561,5409122
4,12085685,5,147618,28,963,88,4750,9500,141608,151377,18372,5436579
5,12085685,0,141218,37,1009,87,4824,9648,143839,153578,18758,5412109
6,12085685,0,137808,124,969,79,4487,8973,140401,152267,18203,5179655
7,12085685,0,146286,526,1153,90,5075,10149,143954,159076,19137,5477820
8,12085685,0,140027,26,1055,86,4674,9347,140946,152385,18735,5361844
9,12085685,6,140510,49,826,74,4433,8866,143921,156042,18822,5568204
10,12085685,0,146247,22,857,73,4495,8990,147265,158345,19130,5353475
11,12085685,0,144851,48,974,91,4654,9307,143554,150924,18622,5496714
0,12290778,1,143098,27,1046,87,4683,9366,146201,155946,18842,5500599
1,12290778,0,148422,29,1059,101,4833,9665,144799,155633,19010,5420342
2,12290778,3,154161,241,1274,90,4986,9972,149393,156791,19151,5464535
3,12290778,4,143525,27,888,77,4551,9102,147625,158192,18832,5511956
4,12290778,28,149887,49,970,91,4801,9602,144630,154194,18634,5537086
5,12290778,29,143720,43,1020,88,4887,9774,147131,156514,19057,5528067
6,12290778,0,140548,26,979,81,4549,9097,142753,154264,18417,5271040
7,12290778,10,149556,21,1183,91,5175,10350,147166,161626,19408,5577680
8,12290778,13,143709,42,1060,88,4735,9470,144179,154920,19027,5464661
9,12290778,24,143983,50,850,78,4540,9080,147141,158573,19098,5688051
10,12290778,0,148986,49,868,76,4555,9109,149627,160426,19372,5451222
11,12290778,5,146450,27,985,93,4716,9432,145373,153001,18820,5577336
0,12496502,0,146557,27,1060,87,4775,9549,148905,158875,19146,5622047
1,12496502,0,151049,28,1073,103,4898,9795,147693,158721,19307,5524042
2,12496502,0,158689,26,1287,91,5072,10143,153518,160542,19538,5613002
3,12496502,0,146698,50,908,78,4632,9263,150599,161203,19166,5633882
4,12496502,0,152513,37,979,93,4862,9723,147480,157037,18955,5635555
5,12496502,0,146486,28,1034,92,4979,9957,149952,159474,19401,5625416
6,12496502,0,144095,49,988,82,4623,9245,146016,157507,18772,5380385
7,12496502,0,151363,29,1237,92,5273,10545,149639,164049,19676,5663733
8,12496502,0,144946,23,1070,89,4799,9597,145503,156354,19200,5536505
9,12496502,1,146947,49,1040,79,4800,9599,150680,162536,19469,5810721
10,12496502,0,152061,27,901,82,4665,9329,152878,163686,19784,5570151
11,12496502,0,149302,48,993,96,4792,9583,148099,155826,19153,5671729
0,12701582,0,149634,26,1073,88,4861,9721,151325,161634,19494,5736039
1,12701582,0,153456,26,1089,105,4997,9993,150943,162138,19741,5627163
2,12701582,0,160239,26,1308,91,5153,10305,155987,163346,19874,5707907
3,12701582,0,149912,215,929,80,4741,9482,153498,164455,19554,5752704
4,12701582,0,155270,46,997,94,4964,9927,150817,160625,19377,5747095
5,12701582,107,149374,24,1050,95,5052,10104,152460,162517,19740,5716155
6,12701582,13,148481,44,1012,84,4738,9476,150026,161183,19229,5504573
7,12701582,12,154376,38,1254,97,5353,10706,152711,167131,20057,5773832
8,12701582,55,147445,24,1099,90,4878,9756,147659,158604,19485,5598171
9,12701582,15,151368,22,1050,81,4881,9762,154037,165740,19874,5917452
10,12701582,13,155362,139,968,82,4825,9650,155760,166982,20155,5676598
11,12701582,0,150676,45,1002,96,4846,9691,150289,158446,19449,5741744
0,12903961,1,152758,27,1098,92,4944,9888,154382,164986,19876,5849185
1,12903961,0,156743,236,1117,108,5100,10200,153072,164268,20010,5758398
2,12903961,11,162701,45,1321,92,5220,10440,158725,166121,20203,5804735
3,12903961,23,153499,47,945,80,4836,9672,155809,166718,19861,5868332
4,12903961,15,157475,28,1010,94,5048,10096,152733,162745,19660,5852000
5,12903961,4,151656,47,1097,97,5160,10320,155074,165803,20061,5822401
6,12903961,18,151550,95,1045,94,4856,9712,152989,164593,19595,5613609
7,12903961,75,157179,56,1273,98,5455,10910,155663,170517,20446,5896129
8,12903961,4,150804,28,1117,93,4992,9984,151269,162394,19950,5716139
9,12903961,46,154047,28,1062,81,4974,9948,157802,169889,20348,6047545
10,12903961,2,158310,24,984,85,4933,9866,158674,170058,20573,5798919
11,12903961,32,153217,25,1009,96,4921,9842,153415,161576,19821,5852761
0,13106912,0,155137,50,1132,92,5068,10135,157197,168364,20291,5947752
1,13106912,19,159507,35,1141,110,5205,10410,156000,167823,20464,5857856
2,13106912,0,166268,51,1337,93,5327,10653,162019,169841,20683,5919373
3,13106912,233,156966,38,959,81,4949,9898,158797,170392,20360,5994901
4,13106912,0,161197,27,1022,98,5148,10295,155593,165908,20085,5948492
5,13106912,7,153845,38,1135,98,5305,10610,157875,169217,20557,5925077
6,13106912,0,154943,43,1066,95,4966,9931,156060,168525,20066,5729066
7,13106912,0,160355,98,1290,100,5584,11167,158649,174105,20976,6015188
8,13106912,7,152812,28,1141,96,5086,10172,153542,165415,20343,5821354
9,13106912,0,157034,61,1156,81,5184,10367,160372,172820,20753,6165631
10,13106912,6,160399,30,1002,86,5040,10080,161302,173153,21015,5900074
11,13106912,0,155722,28,1024,97,5021,10041,156630,165767,20270,5972816
0,13312974,7,157799,26,1148,93,5177,10354,160076,171767,20751,6056554
1,13312974,72,163162,24,1158,114,5301,10602,159139,171910,20920,5971741
